10000000,10000001,31.0259
10000000,10000002,19.3735
10000000,10000003,52.6295
10000000,10000004,49.9876
10000000,10000005,47.0834
10000000,10000006,51.7265
10000000,10000007,55.0579
10000000,10000008,33.9705
10000000,10000009,31.0066
10000000,10000010,45.8087
10000000,10000011,48.4674
10000000,10000012,40.6836
10000000,10000013,20.4402
10000000,10000014,21.9288
10000000,10000015,32.8815
10000000,10000016,22.7135
10000000,10000017,28.6802
10000000,10000018,13.2169
10000000,10000019,11.793
10000000,10000020,18.6427
10000000,10000021,40.6951
10000000,10000022,24.4926
10000000,10000023,7.06177
10000000,10000024,7.90327
10000000,10000025,8.94188
10000000,10000026,8.49068
10000000,10000027,10.406
10000000,10000028,7.53401
10000000,10000029,8.74017
10000000,10000030,10.6779
10000000,10000031,11.4518
10000000,10000032,12.6859
10000000,10000033,29.8867
10000000,10000034,19.5527
10000000,10000035,11.9719
10000000,10000036,65.9808
10000000,10000037,54.4183
10000000,10000038,57.9973
10000000,10000039,51.9365
10000000,10000040,60.4786
10000000,10000041,64.4827
10000000,10000042,60.2692
10000000,10000043,65.4926
10000000,10000044,59.0919
10000000,10000045,57.5663
10000000,10000046,40.4308
10000000,10000047,70.3332
10000000,10000048,45.4899
10000000,10000049,45.9559
10000000,10000050,46.6595
10000000,10000051,45.9704
10000000,10000052,42.8979
10000000,10000053,38.726
10000000,10000054,35.8637
10000000,10000055,19.4168
10000000,10000056,24.4769
10000000,10000057,40.0155
10000000,10000058,26.6879
10000000,10000060,23.0921
10000000,10000061,53.9249
10000000,10000062,34.5876
10000000,10000063,39.146
10000000,10000064,41.1934
10000000,10000065,56.8803
10000000,10000066,59.1322
10000000,10000067,40.3444
10000000,10000068,26.3318
10000000,10000069,25.6287
10000000,10000070,51.7363
10000000,10000071,48.871
10000000,10000072,38.4419
10000000,10000073,41.1585
10000000,10000074,31.5741
10000000,10000075,21.0448
10000000,10000076,30.7818
10000000,10000077,21.1199
10000000,10000078,24.3257
10000000,10000079,27.5658
10000000,10000080,20.2332
10000000,10000081,24.7355
10000000,10000082,25.1048
10000000,10000083,27.9055
10000000,10000084,21.3445
10000000,10000085,19.9339
10000000,10000086,23.7383
10000000,10000087,22.6191
10000000,10000088,18.8885
10000000,10000089,18.3263
10000000,10000090,20.6335
10000000,10000092,13.9884
10000000,10000093,17.2137
10000000,10000094,24.2774
10000000,10000095,21.7591
10000000,10000096,20.7379
10000000,10000097,19.3528
10000000,10000098,48.9579
10000000,10000099,45.9441
10000000,10000100,26.5705
10000000,10000101,25.1137
10000000,10000102,23.3282
10000000,10000103,21.6329
10000000,10000104,23.8773
10000000,10000105,46.2384
10000000,10000106,46.5143
10000000,10000107,41.9686
10000000,10000108,42.9012
10000000,10000109,28.9473
10000000,10000110,27.1694
10000000,10000111,25.0008
10000000,10000112,28.0334
10000000,10000113,11.0136
10000000,10000114,7.47363
10000000,10000115,7.41824
10000000,10000116,10.6753
10000000,10000117,15.9402
10000000,10000118,14.6129
10000000,10000119,18.0166
10000000,10000120,16.8936
10000000,10000121,22.6348
10000000,10000122,13.6338
10000000,10000123,17.1687
10000000,10000124,13.5485
10000000,10000125,9.86859
10000000,10000126,11.0139
10000000,10000127,10.1168
10000000,10000128,9.70547
10000000,10000129,4.63373
10000000,10000130,3.65022
10000000,10000131,3.04472
10000000,10000132,3.9342
10000000,10000133,5.33972
10000000,10000134,6.11365
10000000,10000135,9.79247
10000000,10000136,10.2063
10000000,10000137,10.9827
10000000,10000138,7.9946
10000000,10000139,16.4348
10000000,10000140,15.7559
10000000,10000141,9.88088
10000000,10000142,8.13226
10000000,10000143,11.2414
10000000,10000144,10.4198
10000000,10000145,9.08551
10000000,10000146,8.88223
10000000,10000147,5.87267
10000000,10000148,6.90272
10000000,10000149,14.076
10000000,10000150,13.467
10000000,10000151,15.1807
10000000,10000152,14.9646
10000000,10000153,12.9426
10000000,10000154,11.6038
10000000,10000155,13.0823
10000000,10000156,19.4235
10000000,10000157,23.0451
10000000,10000158,18.7088
10000000,10000159,21.6946
10000000,10000160,24.4492
10000000,10000161,27.8572
10000000,10000162,32.1744
10000000,10000163,21.4036
10000000,10000164,26.458
10000000,10000165,16.0019
10000000,10000166,40.694
10000000,10000167,44.2993
10000000,10000168,28.5128
10000000,10000169,26.086
10000000,10000170,12.7454
10000000,10000171,32.9782
10000000,10000172,35.2867
10000000,10000173,40.3879
10000000,10000174,26.5761
10000000,10000175,37.2558
10000000,10000176,38.7213
10000000,10000177,28.3659
10000000,10000178,32.6041
10000000,10000179,25.3324
10000000,10000180,24.183
10000000,10000181,41.4334
10000000,10000182,35.9323
10000000,10000183,35.7899
10000000,10000184,38.7995
10000000,10000185,34.8404
10000000,10000186,43.9773
10000000,10000187,47.1082
10000000,10000188,43.2993
10000000,10000189,22.7069
10000000,10000190,42.967
10000000,10000191,43.1745
10000000,10000192,42.0199
10000000,10000193,43.4819
10000000,10000194,36.8934
10000000,10000195,38.3661
10000000,10000196,39.7342
10000000,10000197,43.51
10000000,10000198,43.5664
10000000,10000199,42.406
10000000,10000200,40.0703
10000000,10000201,34.1339
10000000,10000202,40.5691
10000000,10000203,43.1447
10000000,10000204,38.3715
10000000,10000205,36.4711
