Node_ID,Lon,Lat,Tract_Node
0,-96.7523138,32.9224537,0
1,-96.7580191,32.9242686,0
2,-96.7622771,32.9268269,0
3,-96.7601693,32.9235266,0
4,-96.864,32.906889,0
5,-96.863999,32.907674,0
6,-96.8211195,32.6750269,0
7,-96.8216527,32.6749003,0
8,-96.694133,32.875847,0
9,-96.694276,32.876661,0
10,-96.693847,32.875022,0
11,-96.822058,32.67522,0
12,-96.822063,32.6753632,0
13,-96.7550889,32.7911308,0
14,-96.7593263,32.7908946,0
15,-96.665872,32.8550129,0
16,-96.6658807,32.8541442,0
17,-96.6782719,32.8507054,0
18,-96.6767639,32.8506988,0
19,-96.678885,32.8507081,0
20,-96.578291,32.696057,0
21,-96.578122,32.696199,0
22,-96.579447,32.695146,0
23,-96.753515,32.7914336,0
24,-96.7538358,32.791421,0
25,-96.577238,32.696921,0
26,-96.577754,32.696509,0
27,-96.576476,32.697543,0
28,-96.6082649,32.6791128,0
29,-96.612521,32.681083,0
30,-96.7141028,32.7127375,0
31,-96.7173372,32.7127752,0
32,-96.717257,32.717587,0
33,-96.717423,32.718429,0
34,-96.60635,32.678433,0
35,-96.7173525,32.7139411,0
36,-96.607988,32.679266,0
37,-96.8114779,32.6750349,0
38,-96.8091958,32.6749893,0
39,-96.70268,32.833494,0
40,-96.703734,32.832631,0
41,-96.811472,32.6751389,0
42,-96.8148324,32.675113,0
43,-96.7027951,32.8340718,0
44,-96.8059399,32.679049,0
45,-96.8059449,32.6782401,0
46,-96.70239,32.8337168,0
47,-96.737618,32.900432,0
48,-96.736949,32.900562,0
49,-96.7381483,32.9004317,0
50,-96.8054702,32.786696,0
51,-96.8049139,32.786195,0
52,-96.8056419,32.7865609,0
53,-96.8782844,32.8809233,0
54,-96.8771492,32.8809323,0
55,-96.8782898,32.8810462,0
56,-96.879232,32.8810467,0
57,-96.8787021,32.8865049,0
58,-96.8775635,32.887694,0
59,-96.88314,32.886474,0
60,-96.8560542,32.9148385,0
61,-96.8560702,32.9131602,0
62,-96.8558964,32.9148371,0
63,-96.855905,32.9157125,0
64,-96.684462,32.820026,0
65,-96.6844649,32.8188561,0
66,-96.684484,32.820889,0
67,-96.682701,32.8192139,0
68,-96.682658,32.8190956,0
69,-96.6816603,32.8193289,0
70,-96.8058678,32.9386438,0
71,-96.8058687,32.9387612,0
72,-96.8049758,32.9386405,0
73,-96.7747082,32.828204,0
74,-96.7747105,32.8290771,0
75,-96.774706,32.827357,0
76,-96.770177,32.828215,0
77,-96.770177,32.827951,0
78,-96.770189,32.828915,0
79,-96.7701622,32.8273802,0
80,-96.7679692,32.8279441,0
81,-96.7679651,32.828919,0
82,-96.7679732,32.8270041,0
83,-96.700194,32.747213,0
84,-96.7001918,32.746397,0
85,-96.761558,32.8279296,0
86,-96.7615636,32.8269627,0
87,-96.7615599,32.828885,0
88,-96.7807159,32.7801452,0
89,-96.7835664,32.7810075,0
90,-96.752876,32.828204,0
91,-96.7528959,32.8292659,0
92,-96.752882,32.826617,0
93,-96.7800485,32.7761708,0
94,-96.7787642,32.7748144,0
95,-96.875479,32.749606,0
96,-96.876901,32.7496151,0
97,-96.8356333,32.7677513,0
98,-96.8357525,32.767734,0
99,-96.835653,32.7680682,0
100,-96.7751489,32.7623913,0
101,-96.8366051,32.7675471,0
102,-96.8367882,32.7675062,0
103,-96.765246,32.871409,0
104,-96.7657941,32.8708728,0
105,-96.7653601,32.8717478,0
106,-96.7800251,32.7926328,0
107,-96.7792226,32.7919438,0
108,-96.7805429,32.7930968,0
109,-96.7649497,32.8716783,0
110,-96.7776496,32.794617,0
111,-96.7768739,32.793916,0
112,-96.8085318,32.8917793,0
113,-96.8089113,32.8945686,0
114,-96.761258,32.9281143,0
115,-96.763258,32.926094,0
116,-96.7609084,32.9284327,0
117,-96.8100304,32.8970786,0
118,-96.7612266,32.928493,0
119,-96.7638301,32.9245207,0
120,-96.759614,32.9295309,0
121,-96.755374,32.932958,0
122,-96.7557801,32.9351943,0
123,-96.7573943,32.9314954,0
124,-96.752754,32.935108,0
125,-96.7530226,32.9349079,0
126,-96.7542801,32.9364107,0
127,-96.7520123,32.9344846,0
128,-96.820971,32.6913204,0
129,-96.819941,32.6913199,0
130,-96.8089721,32.8947845,0
131,-96.8226842,32.6913217,0
132,-96.8087125,32.8947841,0
133,-96.7002205,32.7305502,0
134,-96.7002642,32.7298011,0
135,-96.7000813,32.7305493,0
136,-96.700076,32.7306654,0
137,-96.809081,32.894923,0
138,-96.7288214,32.872852,0
139,-96.7288984,32.8738215,0
140,-96.728598,32.870381,0
141,-96.7838276,32.8267784,0
142,-96.7857168,32.8231728,0
143,-96.8674787,32.8630268,0
144,-96.8682237,32.8624304,0
145,-96.866743,32.8633949,0
146,-96.8666184,32.8634204,0
147,-96.8652244,32.8633264,0
148,-96.8650712,32.8633107,0
149,-96.7886558,32.8173408,0
150,-96.8653715,32.8621284,0
151,-96.8624489,32.8648725,0
152,-96.8649025,32.864736,0
153,-96.8623699,32.8649459,0
154,-96.8616547,32.8641593,0
155,-96.8630394,32.8655378,0
156,-96.7860899,32.8224806,0
157,-96.8619737,32.865283,0
158,-96.861746,32.866393,0
159,-96.861441,32.867252,0
160,-96.86113,32.868158,0
161,-96.7901452,32.8140312,0
162,-96.7880237,32.8175768,0
163,-96.861049,32.869154,0
164,-96.860973,32.870157,0
165,-96.860827,32.872152,0
166,-96.860754,32.873173,0
167,-96.860909,32.871147,0
168,-96.7838162,32.8262163,0
169,-96.8607024,32.874057,0
170,-96.8605043,32.8751361,0
171,-96.861515,32.8756142,0
172,-96.8588779,32.8750393,0
173,-96.6911213,32.7962438,0
174,-96.691211,32.7962054,0
175,-96.734217,32.901784,0
176,-96.732689,32.901764,0
177,-96.735112,32.901784,0
178,-96.6925718,32.7974635,0
179,-96.7416142,32.7657959,0
180,-96.742519,32.764988,0
181,-96.7413476,32.7658839,0
182,-96.7410189,32.7661934,0
183,-96.6939071,32.7958233,0
184,-96.697666,32.79477,0
185,-96.8013007,32.812238,0
186,-96.8014349,32.8122879,0
187,-96.8008405,32.8131238,0
188,-96.8020471,32.8112789,0
189,-96.8027884,32.8142094,0
190,-96.8023915,32.8145573,0
191,-96.6977683,32.7942937,0
192,-96.8028653,32.8142795,0
193,-96.8037949,32.8135094,0
194,-96.699856,32.7945,0
195,-96.8069024,32.8177589,0
196,-96.8059194,32.8175558,0
197,-96.8085002,32.8191436,0
198,-96.809427,32.818382,0
199,-96.7000078,32.7944952,0
200,-96.6998448,32.7949163,0
201,-96.7013151,32.7944411,0
202,-96.8942972,32.8810038,0
203,-96.8926921,32.880995,0
204,-96.8942975,32.8811342,0
205,-96.8960051,32.8811413,0
206,-96.700023,32.793492,0
207,-96.7086419,32.7343006,0
208,-96.708609,32.7344272,0
209,-96.7047178,32.7940563,0
210,-96.7192512,32.7949491,0
211,-96.7076138,32.7342977,0
212,-96.708612,32.734859,0
213,-96.711661,32.734411,0
214,-96.708354,32.736756,0
215,-96.707043,32.737624,0
216,-96.817938,32.7994319,0
217,-96.8181067,32.7994841,0
218,-96.706104,32.737893,0
219,-96.7050178,32.738196,0
220,-96.7047816,32.7382578,0
221,-96.702964,32.739213,0
222,-96.702593,32.740249,0
223,-96.702127,32.738694,0
224,-96.702505,32.741332,0
225,-96.701622,32.741507,0
226,-96.703544,32.741189,0
227,-96.8169851,32.8007858,0
228,-96.9189707,32.7534364,0
229,-96.920508,32.749746,0
230,-96.7374,32.787369,0
231,-96.7374,32.78837,0
232,-96.7374063,32.7864322,0
233,-96.9183482,32.7561407,0
234,-96.8146814,32.7045034,0
235,-96.8146927,32.7029968,0
236,-96.9185788,32.7526431,0
237,-96.7929158,32.8068367,0
238,-96.793719,32.8069182,0
239,-96.807062,32.704513,0
240,-96.8070561,32.7034428,0
241,-96.8070561,32.705224,0
242,-96.7928937,32.8071093,0
243,-96.848433,32.685646,0
244,-96.8478306,32.6867471,0
245,-96.7937369,32.8066375,0
246,-96.788709,32.973025,0
247,-96.788524,32.972042,0
248,-96.789044,32.973975,0
249,-96.784005,32.973227,0
250,-96.78404,32.972178,0
251,-96.8114218,32.7839776,0
252,-96.8114624,32.7841557,0
253,-96.783861,32.973236,0
254,-96.783876,32.974874,0
255,-96.7118594,32.8451164,0
256,-96.7112086,32.8443903,0
257,-96.8108385,32.7841706,0
258,-96.7117638,32.8452312,0
259,-96.712435,32.845807,0
260,-96.8520514,32.6443199,0
261,-96.8491447,32.6438642,0
262,-96.652783,32.727674,0
263,-96.6519428,32.727682,0
264,-96.653659,32.727679,0
265,-96.85665,32.64494,0
266,-96.737978,32.919075,0
267,-96.7388294,32.9176752,0
268,-96.737896,32.919128,0
269,-96.738917,32.919963,0
270,-96.8570092,32.6450217,0
271,-96.710588,32.869235,0
272,-96.71004,32.870158,0
273,-96.710656,32.868266,0
274,-96.8569935,32.6465713,0
275,-96.8571642,32.6450498,0
276,-96.709325,32.78671,0
277,-96.710303,32.786548,0
278,-96.707793,32.787156,0
279,-96.8571698,32.6442585,0
280,-96.860547,32.646,0
281,-96.7254226,32.8659753,0
282,-96.725049,32.865649,0
283,-96.726181,32.866695,0
284,-96.8328587,32.8183385,0
285,-96.8329411,32.8184087,0
286,-96.8325753,32.8185689,0
287,-96.860771,32.6461119,0
288,-96.8328149,32.818638,0
289,-96.8301933,32.8160963,0
290,-96.828002,32.822321,0
291,-96.8287527,32.821699,0
292,-96.8274111,32.8229112,0
293,-96.828813,32.823811,0
294,-96.826356,32.8221043,0
295,-96.8619052,32.6440981,0
296,-96.8259069,32.8242504,0
297,-96.8229133,32.8267683,0
298,-96.8228042,32.8268583,0
299,-96.822496,32.8263975,0
300,-96.823006,32.82703,0
301,-96.8637288,32.647514,0
302,-96.8635779,32.6475142,0
303,-96.772193,32.675158,0
304,-96.768675,32.676861,0
305,-96.773778,32.674388,0
306,-96.8635844,32.6474449,0
307,-96.8640863,32.6476486,0
308,-96.8645907,32.6476434,0
309,-96.891323,32.676629,0
310,-96.8914736,32.6766288,0
311,-96.8913739,32.6794247,0
312,-96.891319,32.676487,0
313,-96.889752,32.676494,0
314,-96.85634,32.9173268,0
315,-96.8560553,32.9174471,0
316,-96.8645423,32.6478643,0
317,-96.7860689,32.7352503,0
318,-96.7856963,32.7343964,0
319,-96.785909,32.735321,0
320,-96.7864327,32.7362453,0
321,-96.7177179,32.7657901,0
322,-96.7194134,32.7658758,0
323,-96.8657238,32.648347,0
324,-96.8697644,32.6499731,0
325,-96.8697602,32.6497467,0
326,-96.8695126,32.6498717,0
327,-96.714112,32.77591,0
328,-96.712157,32.775264,0
329,-96.714066,32.77601,0
330,-96.716102,32.776661,0
331,-96.8697797,32.6513531,0
332,-96.821759,32.939495,0
333,-96.82176,32.939635,0
334,-96.8207018,32.9394871,0
335,-96.821705,32.93603,0
336,-96.8216892,32.93689,0
337,-96.821715,32.932494,0
338,-96.8213902,32.9328404,0
339,-96.821723,32.9328434,0
340,-96.8209691,32.9293982,0
341,-96.8209431,32.9296304,0
342,-96.8207466,32.927539,0
343,-96.8215553,32.9274639,0
344,-96.8209823,32.9292969,0
345,-96.8196839,32.9245325,0
346,-96.8184407,32.9250027,0
347,-96.818371,32.921515,0
348,-96.8188264,32.9227376,0
349,-96.8750336,32.7424861,0
350,-96.874855,32.742357,0
351,-96.8162197,32.9219715,0
352,-96.8191751,32.921463,0
353,-96.828303,32.985793,0
354,-96.8282074,32.9886286,0
355,-96.827045,32.982874,0
356,-96.823212,32.975493,0
357,-96.823451,32.9756941,0
358,-96.8235448,32.9751887,0
359,-96.822257,32.976357,0
360,-96.8212379,32.9686203,0
361,-96.8212327,32.9688379,0
362,-96.8210346,32.9649369,0
363,-96.8212157,32.9669125,0
364,-96.8742185,32.7431541,0
365,-96.8207981,32.9596275,0
366,-96.8208156,32.9598818,0
367,-96.821322,32.9596118,0
368,-96.8207997,32.959502,0
369,-96.8205157,32.9595035,0
370,-96.821145,32.9574738,0
371,-96.8211224,32.9575776,0
372,-96.821728,32.954155,0
373,-96.8222753,32.9541582,0
374,-96.8217214,32.9543463,0
375,-96.8217408,32.9540103,0
376,-96.8213619,32.9540093,0
377,-96.8231057,32.9486612,0
378,-96.823077,32.9489717,0
379,-96.8195721,32.9486605,0
380,-96.8230632,32.94674,0
381,-96.8231041,32.9483485,0
382,-96.8222658,32.9396256,0
383,-96.8217602,32.9399286,0
384,-96.7836936,32.7437492,0
385,-96.784754,32.743443,0
386,-96.8558844,32.9175194,0
387,-96.847174,32.919865,0
388,-96.8475077,32.9204257,0
389,-96.846921,32.919438,0
390,-96.7905196,32.7742164,0
391,-96.787706,32.7744476,0
392,-96.683034,32.698444,0
393,-96.683003,32.698005,0
394,-96.682868,32.698444,0
395,-96.682876,32.699741,0
396,-96.7879468,32.7746196,0
397,-96.7836478,32.7768641,0
398,-96.8163509,32.7848232,0
399,-96.8173649,32.7862157,0
400,-96.822696,32.732245,0
401,-96.822717,32.731433,0
402,-96.822761,32.734459,0
403,-96.6889406,32.8642505,0
404,-96.6892772,32.8642535,0
405,-96.79334,32.785292,0
406,-96.7922292,32.7862132,0
407,-96.7935024,32.7851524,0
408,-96.7906092,32.7896327,0
409,-96.7904569,32.7897573,0
410,-96.7911511,32.7892079,0
411,-96.8560932,32.9123196,0
