period,num_nodes,num_edges,avg_out_degree,avg_clustering,avg_shortest_path_weighted,diameter_gcc
AM,21389,35696,1.668895226518304,0.03137905777112846,175.84524747361309,169
Midday,21389,35696,1.668895226518304,0.03137905777112846,325.5385000178767,169
PM,21389,35696,1.668895226518304,0.03137905777112846,130.79227358194092,169
Evening,21389,35696,1.668895226518304,0.03137905777112846,391.331814400906,169
