node_id,degree,betweenness,eigenvector
15860,0.0002337759491303535,0.00018403703184177305,0.3517840464647033
10000046,0.00028053113895642415,0.00018403703184177305,0.35095107877985393
15861,0.0001870207593042828,0.0002300462898022163,0.3307428116263641
20982,0.0001870207593042828,0.00013802777388132977,0.3108830448821713
10000047,0.00028053113895642415,0.0,0.28292280718321966
16588,0.00028053113895642415,0.00013802777388132977,0.27397275148807865
19489,0.00028053113895642415,4.600925796044326e-05,0.2694097643413981
13790,0.00028053113895642415,0.00013802777388132977,0.2674082539745355
19490,0.0001870207593042828,0.0,0.2663684231936561
10000045,0.00028053113895642415,4.600925796044326e-05,0.25452763279830054
10000004,0.00028053113895642415,0.0,0.1374767388671242
18711,0.00028053113895642415,0.00013802777388132977,0.12564543491029925
16589,0.0002337759491303535,9.201851592088652e-05,0.1255447161524456
18713,0.00028053113895642415,9.201851592088652e-05,0.1224741763215098
17441,0.00014026556947821208,0.0,0.11829064230476533
19469,0.0001870207593042828,4.600925796044326e-05,0.11045946935380137
10000044,0.00028053113895642415,9.201851592088652e-05,0.0599303902739815
11948,0.0002337759491303535,0.0009141067003319773,0.059035968351467134
21019,0.00014026556947821208,0.00013662505260204796,0.05568570635579392
9226,0.00014026556947821208,4.600925796044326e-05,0.05542949348361824
10000010,0.00028053113895642415,0.0,0.029971059887838134
14695,0.0001870207593042828,0.0007940337588254547,0.028138992744854516
14693,0.00028053113895642415,0.0007502688549118623,0.027881898488649002
14697,0.0001870207593042828,0.0008853041567307243,0.027836622622720665
10000313,0.00028053113895642415,0.0,0.021847963240164664
18575,0.0001870207593042828,0.00013802777388132977,0.02062847112750408
18576,0.0002337759491303535,9.201851592088652e-05,0.020464379564813527
19689,0.0002337759491303535,0.0,0.020459103878358514
10000007,0.00028053113895642415,0.0,0.01643683231088484
20623,0.00028053113895642415,0.0,0.01574411286308582
20624,0.0002337759491303535,9.201851592088652e-05,0.013265004371452454
20625,0.0002337759491303535,0.0,0.013263007268728777
10000040,0.00028053113895642415,0.0,0.0101452164958547
12429,0.0003740415186085656,0.000364146444101557,0.00999412885803509
10000073,0.00028053113895642415,0.0,0.009835465220283932
20552,0.00028053113895642415,9.201851592088652e-05,0.009784568251206723
18712,0.00028053113895642415,0.0001903025202225651,0.009277342263737158
7963,0.0002337759491303535,9.201851592088652e-05,0.008054194070161485
7964,0.0002337759491303535,0.0,0.007996685954708455
16207,0.0001870207593042828,7.378313929022303e-05,0.007544830189977472
20553,0.0002337759491303535,9.201851592088652e-05,0.007527048561739981
20554,0.0002337759491303535,4.600925796044326e-05,0.007346947928937646
10000066,0.00028053113895642415,9.201851592088652e-05,0.007338155210379663
12813,0.00028053113895642415,0.00018403703184177305,0.007206828884374333
4756,0.00014026556947821208,4.600925796044326e-05,0.0069003603512829415
20901,0.0002337759491303535,0.00022957028284839188,0.006467381224161003
17053,0.0001870207593042828,0.00013802777388132977,0.006261111211991806
10000072,0.00028053113895642415,0.0,0.0059915365355865694
10000006,0.00028053113895642415,0.0,0.004928798327347759
