node_id,degree,betweenness,eigenvector
15860,0.0002337759491303535,0.00018403703184177305,0.34959099494965035
10000046,0.00028053113895642415,0.00018403703184177305,0.3495281179760028
15861,0.0001870207593042828,0.0002300462898022163,0.3286742097724601
20982,0.0001870207593042828,0.00013802777388132977,0.30893865418945865
10000047,0.00028053113895642415,0.0,0.28040840027144226
16588,0.00028053113895642415,0.00013802777388132977,0.27950994177716937
19489,0.00028053113895642415,4.600925796044326e-05,0.26728067010239154
13790,0.00028053113895642415,0.00013802777388132977,0.2655613392599939
19490,0.0001870207593042828,0.0,0.26452111618492075
10000045,0.00028053113895642415,4.600925796044326e-05,0.26207139624238673
10000004,0.00028053113895642415,0.0,0.13898423119497125
16589,0.0002337759491303535,9.201851592088652e-05,0.1330141881264819
18711,0.00028053113895642415,0.00013802777388132977,0.1258887825386767
18713,0.00028053113895642415,9.201851592088652e-05,0.12275339062621438
17441,0.00014026556947821208,0.0,0.11995534418808557
19469,0.0001870207593042828,4.600925796044326e-05,0.11042294664397856
10000044,0.00028053113895642415,9.201851592088652e-05,0.05955240729894131
11948,0.0002337759491303535,0.0009141067003319773,0.058668782639984284
21019,0.00014026556947821208,0.00013662505260204796,0.05533935937625438
9226,0.00014026556947821208,4.600925796044326e-05,0.05508473993415036
10000010,0.00028053113895642415,0.0,0.02987845585030305
14695,0.0001870207593042828,0.0006378641230654136,0.027946937545081953
14693,0.00028053113895642415,0.0005940992191518212,0.02775351362897511
14697,0.0001870207593042828,0.0007291345209706831,0.027671405722945533
10000313,0.00028053113895642415,0.0,0.021819749381096026
18575,0.0001870207593042828,0.00013802777388132977,0.020499889290176192
18576,0.0002337759491303535,9.201851592088652e-05,0.0203374353626933
19689,0.0002337759491303535,0.0,0.02032935512613531
10000007,0.00028053113895642415,0.0,0.016337294733916433
20623,0.00028053113895642415,0.0,0.015639057310480865
20624,0.0002337759491303535,9.201851592088652e-05,0.013177429784338038
20625,0.0002337759491303535,0.0,0.013163670465213434
10000040,0.00028053113895642415,0.0,0.010252571700518156
12429,0.0003740415186085656,0.0003375882545471548,0.010003954345505012
10000073,0.00028053113895642415,0.0,0.009749533123963209
20552,0.00028053113895642415,9.201851592088652e-05,0.009715558005837495
18712,0.00028053113895642415,0.00018702950390424089,0.009681335866867744
7963,0.0002337759491303535,9.201851592088652e-05,0.008125237987263634
7964,0.0002337759491303535,0.0,0.008000707613511144
16207,0.0001870207593042828,5.274232010099593e-05,0.007791151066613991
10000066,0.00028053113895642415,9.201851592088652e-05,0.007564190142195583
